ISO_A2,University,Count,Country
TR,Mersin University,92,Turkey
TR,Middle East Technical University,92,Turkey
TR,Mimar Sinan University,92,Turkey
TR,Mugla University,92,Turkey
TR,Mustafa Kemal University,92,Turkey
TR,Namik Kemal University,92,Turkey
TR,Necmettin Erbakan University,92,Turkey
TR,Nigde University,92,Turkey
TR,Ondokuz Mayis University Samsun,92,Turkey
TR,Osmangazi University,92,Turkey
TR,Ozyegin University,92,Turkey
TR,Pamukkale University,92,Turkey
TR,Sabanci University,92,Turkey
TR,Sakarya University,92,Turkey
TR,Selcuk University,92,Turkey
TR,Suleyman Demirel University,92,Turkey
TR,Tobb Economics and Technology University,92,Turkey
TR,Trakya University,92,Turkey
TR,Türkisch-Deutsche Universität,92,Turkey
TR,Turkish Military Academy,92,Turkey
TR,Turkish Naval Academy,92,Turkey
TR,Ufuk University,92,Turkey
TR,Uludag University,92,Turkey
TR,Yalova University,92,Turkey
TR,Yasar University,92,Turkey
TR,Yeditepe University,92,Turkey
TR,Yildirim Beyazit University,92,Turkey
TR,Yildiz Technical University,92,Turkey
TR,Yüzüncü Yil (Centennial) University,92,Turkey
TR,Zonguldak Karaelmas University,92,Turkey
TN,Instituts Supérieurs de Formation des Maîtres,19,Tunisia
TN,Instituts Supérieurs des Etudes Technologiques,19,Tunisia
TN,Institut Supérieur de Gestion de Tunis,19,Tunisia
TN,Université Centrale,19,Tunisia
TN,Université de 7 Novembre à Carthage,19,Tunisia
TN,Université de Gabès,19,Tunisia
TN,Université de Gafsa,19,Tunisia
TN,Université de Jendouba,19,Tunisia
TN,Université de Kairouan,19,Tunisia
TN,Université de la Manouba,19,Tunisia
TN,Université de Monastir,19,Tunisia
TN,Université de Sfax,19,Tunisia
TN,Université de Tunis,19,Tunisia
TN,Université de Tunis El Manar,19,Tunisia
TN,"Université du Centre, Sousse",19,Tunisia
TN,Université Ez-Zitouna,19,Tunisia
TN,Université Libre de Tunis,19,Tunisia
TN,Université Virtuelle de Tunis,19,Tunisia
TN,University of Aviation and Technology,19,Tunisia
TT,University of the Southern Caribbean,3,Trinidad and Tobago
TT,University of the West Indies St. Augustine,3,Trinidad and Tobago
TT,University of Trinidad and Tobago,3,Trinidad and Tobago
TO,University of the South Pacific Centre,1,Tonga
TG,Université de Lomé,1,Togo
TH,Asian Institute of Technology,67,Thailand
TH,Asian University of Science and Technology,67,Thailand
TH,Assumption University of Thailand,67,Thailand
TH,Bangkok University,67,Thailand
TH,Burapha University,67,Thailand
TH,Chaopraya University ,67,Thailand
TH,Chiang Mai Rajabhat University,67,Thailand
TH,Chiang Mai University,67,Thailand
TH,Chiang Mai Vocational College,67,Thailand
TH,Chulalongkorn University,67,Thailand
TH,Dhurakijpundit University,67,Thailand
TH,Eastern Asia University,67,Thailand
TH,Engineering Faculty of Asian University,67,Thailand
TH,Hatyai University,67,Thailand
TH,Huachiew Chalermprakiet University,67,Thailand
TH,International Buddhist College,67,Thailand
TH,Kasem Bundit University,67,Thailand
TH,Kasetsart University,67,Thailand
TH,Khon Kaen University,67,Thailand
TH,King Mongkut's University of Technology Ladkrabang,67,Thailand
TH,King Mongkut's University of Technology North Bangkok,67,Thailand
TH,King Mongkut's University of Technology Thonburi,67,Thailand
TH,Krirk University,67,Thailand
TH,Lampang College of Commerce and Technology,67,Thailand
TH,Lampang Rajabhat University,67,Thailand
TH,Lampang Vocational College   ,67,Thailand
TH,Lamphun College of Agriculture and Technology,67,Thailand
TH,Mae Fah Luang University ,67,Thailand
TH,Maejo University,67,Thailand
TH,Mahachulalongkorn Buddhist University,67,Thailand
TH,Mahamakut Buddhist University,67,Thailand
TH,Mahanakorn University of Technology,67,Thailand
TH,Mahasarakham University,67,Thailand
TH,Mahidol University,67,Thailand
TH,Mahidol University International College,67,Thailand
TH,Naresuan University,67,Thailand
TH,National Institute of Development Administration,67,Thailand
TH,Nivadhana University,67,Thailand
TH,Pathumthani University,67,Thailand
TH,Payap University Chaiang Mai,67,Thailand
TH,Phranakhon Si Ayutthaya Rajabhat University,67,Thailand
TH,Prince of Songkla University,67,Thailand
TH,"Rajamangala University of Technology, Lanna Chiang Rai",67,Thailand
TH,"Rajamangala University of Technology, Lanna Nan",67,Thailand
TH,"Rajamangala University of Technology, Phra Nakhon",67,Thailand
TH,Ramkhamhaeng University,67,Thailand
TH,Rangsit University,67,Thailand
TH,Shinawatra University,67,Thailand
TH,Siam Technology College,67,Thailand
TH,Siam University,67,Thailand
TH,Silpakorn University,67,Thailand
TH,South-East Asia University,67,Thailand
TH,Srinakharinwirot University,67,Thailand
TH,Sripatum University,67,Thailand
TH,Stamford International University,67,Thailand
TH,St. John's University,67,Thailand
TH,Suan Dusit Rajabhat University,67,Thailand
TH,Sukhothai Thammathirat Open University,67,Thailand
TH,Suranaree University of Technology,67,Thailand
TH,Thaksin University,67,Thailand
TH,Thammasat University,67,Thailand
TH,Ubonratchathani University,67,Thailand
TH,University of the Thai Chamber of Commerce,67,Thailand
TH,Vongchavalitkul University,67,Thailand
TH,Walailak University,67,Thailand
TH,"Webster University, Thailand",67,Thailand
TH,Yonok University,67,Thailand
TZ,African Virtual University,21,Tanzania
TZ,Aga Khan University,21,Tanzania
TZ,Dares Salaam Institute of Technology,21,Tanzania
TZ,Hubert Kairuki Memorial University,21,Tanzania
TZ,Institute of Accountancy Arusha,21,Tanzania
TZ,Institute of Finance Management,21,Tanzania
TZ,International Medical & Technological University,21,Tanzania
TZ,Kilimanjaro Christian Medical College,21,Tanzania
TZ,Moshi University College of Cooperative and Business Studies,21,Tanzania
TZ,Mount Meru University,21,Tanzania
TZ,Muhimbili University of Health and Allied Sciences (MUHAS),21,Tanzania
TZ,Mwalimu Nyerere Memorial Academy,21,Tanzania
TZ,Mzumbe University (Chuo Kikuu Mzumbe),21,Tanzania
TZ,Open University of Tanzania,21,Tanzania
TZ,Sebatian Kolowa University College,21,Tanzania
TZ,Sokoine University of Agriculture,21,Tanzania
TZ,St. Augustine University of Tanzania,21,Tanzania
TZ,St. Joseph Group of Institutes,21,Tanzania
TZ,Tumaini University - Iringa University College,21,Tanzania
TZ,University of Dar Es Salaam,21,Tanzania
TZ,University of Dodoma,21,Tanzania
TJ,Tajik Agrarian University,3,Tajikistan
TJ,Tajikistan International University,3,Tajikistan
TJ,Tajik National University,3,Tajikistan
TW,Aletheia University,86,"Taiwan, Province of China"
TW,Central Police University,86,"Taiwan, Province of China"
TW,Chang Gung University,86,"Taiwan, Province of China"
TW,Chang Jung University,86,"Taiwan, Province of China"
TW,Chao Yang University of Science and Technology,86,"Taiwan, Province of China"
TW,Chia Nana College of Pharmacy and Science,86,"Taiwan, Province of China"
TW,China Medical College,86,"Taiwan, Province of China"
TW,Chinese Culture University,86,"Taiwan, Province of China"
TW,Ching Kuo Institue of Management & Health,86,"Taiwan, Province of China"
TW,Chung Hua University,86,"Taiwan, Province of China"
TW,Chung Shan Medical and Dental College,86,"Taiwan, Province of China"
TW,Chung Yuan Christian University,86,"Taiwan, Province of China"
TW,Da-Yeh University,86,"Taiwan, Province of China"
TW,Feng Chia University,86,"Taiwan, Province of China"
TW,Fu Jen Catholic University,86,"Taiwan, Province of China"
TW,Hsuan Chuang University,86,"Taiwan, Province of China"
TW,Huafan University,86,"Taiwan, Province of China"
TW,I-Shou University,86,"Taiwan, Province of China"
TW,Kaohsiung Medical College,86,"Taiwan, Province of China"
TW,Kaohsuing Open University,86,"Taiwan, Province of China"
TW,Kung Shan Institute of Technology,86,"Taiwan, Province of China"
TW,Kun Shan University,86,"Taiwan, Province of China"
TW,Ling Tung University,86,"Taiwan, Province of China"
TW,LungHwa University of Science and Technology,86,"Taiwan, Province of China"
TW,Ming Chuan University,86,"Taiwan, Province of China"
TW,Nanhua University,86,"Taiwan, Province of China"
TW,National Central University,86,"Taiwan, Province of China"
TW,National Changhua University of Education,86,"Taiwan, Province of China"
TW,National Chengchi University,86,"Taiwan, Province of China"
TW,National Cheng Kung University,86,"Taiwan, Province of China"
TW,National Chiao Tung University,86,"Taiwan, Province of China"
TW,National Chiayi University,86,"Taiwan, Province of China"
TW,National Chi Nan University,86,"Taiwan, Province of China"
TW,National Chung Cheng University,86,"Taiwan, Province of China"
TW,"National Chung Hsing University, Taichung",86,"Taiwan, Province of China"
TW,"National Chung Hsing University, Taipei",86,"Taiwan, Province of China"
TW,National College of Physical Education and Sports,86,"Taiwan, Province of China"
TW,National Dong Hwa University,86,"Taiwan, Province of China"
TW,National Formosa University,86,"Taiwan, Province of China"
TW,National Hsin-Chu Teachers College,86,"Taiwan, Province of China"
TW,National Hualien Teachers College,86,"Taiwan, Province of China"
TW,National Ilan University,86,"Taiwan, Province of China"
TW,National Institute of the Arts,86,"Taiwan, Province of China"
TW,National Kaohsiung First University of Science and Technology,86,"Taiwan, Province of China"
TW,National Kaohsiung Normal University,86,"Taiwan, Province of China"
TW,National Kaohsiung University of Applied Sciences,86,"Taiwan, Province of China"
TW,National Open University,86,"Taiwan, Province of China"
TW,National Pingtung Teachers College,86,"Taiwan, Province of China"
TW,National Pingtung University of Science and Technology,86,"Taiwan, Province of China"
TW,National Sun Yat-Sen University,86,"Taiwan, Province of China"
TW,National Taichung Teachers College,86,"Taiwan, Province of China"
TW,National Tainan Teachers College,86,"Taiwan, Province of China"
TW,National Taipei College of Nursing,86,"Taiwan, Province of China"
TW,National Taipei Teachers College,86,"Taiwan, Province of China"
TW,National Taipei University,86,"Taiwan, Province of China"
TW,National Taipei University of Technology,86,"Taiwan, Province of China"
TW,National Taitung Teachers College,86,"Taiwan, Province of China"
TW,National Taiwan College of Arts,86,"Taiwan, Province of China"
TW,National Taiwan College of Physical Education and Sports,86,"Taiwan, Province of China"
TW,National Taiwan College of the Arts,86,"Taiwan, Province of China"
TW,National Taiwan Normal University,86,"Taiwan, Province of China"
TW,National Taiwan Ocean University,86,"Taiwan, Province of China"
TW,National Taiwan University,86,"Taiwan, Province of China"
TW,National Taiwan University of Science and Technology,86,"Taiwan, Province of China"
TW,National Tsinghua University,86,"Taiwan, Province of China"
TW,National United University,86,"Taiwan, Province of China"
TW,National University of Kaohsiung,86,"Taiwan, Province of China"
TW,National Yang Ming Medical College,86,"Taiwan, Province of China"
TW,National Yunlin University of Science and Technology,86,"Taiwan, Province of China"
TW,Providence University,86,"Taiwan, Province of China"
TW,Shih Chien University,86,"Taiwan, Province of China"
TW,Shih Hsin University,86,"Taiwan, Province of China"
TW,Soochow University,86,"Taiwan, Province of China"
TW,Southern Taiwan University of Technology,86,"Taiwan, Province of China"
TW,St. John's & St. Mary's Institute of Technology,86,"Taiwan, Province of China"
TW,TaiChung Healthcare and Management University,86,"Taiwan, Province of China"
TW,Tainan National College of the Arts,86,"Taiwan, Province of China"
TW,Taipei Medical College,86,"Taiwan, Province of China"
TW,Taipei Municipal Teachers College,86,"Taiwan, Province of China"
TW,Taipei Physical Education College,86,"Taiwan, Province of China"
TW,Tamkang University,86,"Taiwan, Province of China"
TW,Tatung Institute of Technology,86,"Taiwan, Province of China"
TW,TaTung University ,86,"Taiwan, Province of China"
TW,Tunghai University,86,"Taiwan, Province of China"
TW,Tzu Chi College of Medicine and Humanities,86,"Taiwan, Province of China"
TW,Yuan Ze University,86,"Taiwan, Province of China"
SY,Al-Baath University,15,Syrian Arab Republic
SY,Al-Wataniya Private University,15,Syrian Arab Republic
SY,Arab European University,15,Syrian Arab Republic
SY,Damascus University,15,Syrian Arab Republic
SY,Higher Institute of Business Administration,15,Syrian Arab Republic
SY,International University for Science & Technology ,15,Syrian Arab Republic
SY,Ittihad Private University,15,Syrian Arab Republic
SY,Mamoun Private University for Science and Technology,15,Syrian Arab Republic
SY,Syrian International Private University for Science & Technology,15,Syrian Arab Republic
SY,Syrian Virtual University,15,Syrian Arab Republic
SY,Tishreen University,15,Syrian Arab Republic
SY,University of Aleppo,15,Syrian Arab Republic
SY,University of Kalamoon,15,Syrian Arab Republic
SY,Wadi International University,15,Syrian Arab Republic
SY,Yarmouk Private University ,15,Syrian Arab Republic
CH,Business and Hotel Management School,50,Switzerland
CH,Business School Lausanne (BSL),50,Switzerland
CH,Cubidor University Switzerland,50,Switzerland
CH,DCT International Hotel & Business Management School,50,Switzerland
CH,"European Graduate School, Media & Communications",50,Switzerland
CH,European University,50,Switzerland
CH,Fachhochschule Pur,50,Switzerland
CH,Fachhochschule St. Gallen,50,Switzerland
CH,Franklin College Switzerland,50,Switzerland
CH,Geneva Business School,50,Switzerland
CH,Glion Institute of Higher Education,50,Switzerland
CH,Graduate School of Business Administration Zurich (GSBA Zurich),50,Switzerland
CH,Hochschule für Gestaltung und Kunst Zürich,50,Switzerland
CH,International Culinary Institute (ICI),50,Switzerland
CH,International Hotel Management Institute,50,Switzerland
CH,International School of Business Management,50,Switzerland
CH,International University in Geneva,50,Switzerland
CH,Lausanne Hotel School (EHL),50,Switzerland
CH,Les Roches Gruyère University of Applied Sciences,50,Switzerland
CH,Les Roches International School of Hotel Management,50,Switzerland
CH,Libera Università degli Studi di Scienze Umane e Tecnologiche,50,Switzerland
CH,Lucerne University of Applied Sciences and Arts ,50,Switzerland
CH,NTB Interstate University of Applied Sciences of Technology,50,Switzerland
CH,Pädagogische Hochschule Zürich (Zurich School of Education),50,Switzerland
CH,"Schiller International University, American College of Switzerland",50,Switzerland
CH,School of Management Fribourg,50,Switzerland
CH,Swiss Business School Zurich (SBS),50,Switzerland
CH,"Swiss Federal Institute of Technology, Lausanne",50,Switzerland
CH,"Swiss Federal Institute of Technology, Zurich",50,Switzerland
CH,Swiss Management Center,50,Switzerland
CH,"University Center ""César Ritz""",50,Switzerland
CH,University of Applied Sciences Aargau,50,Switzerland
CH,University of Applied Sciences Basel (FHBB ),50,Switzerland
CH,University of Applied Sciences Chur,50,Switzerland
CH,University of Applied Sciences Rapperswil,50,Switzerland
CH,University of Applied Sciences Solothurn Northwestern Switzerland,50,Switzerland
CH,University of Basel,50,Switzerland
CH,University of Berne,50,Switzerland
CH,University of Fribourg,50,Switzerland
CH,University of Geneva,50,Switzerland
CH,University of Lausanne,50,Switzerland
CH,University of Lucerne,50,Switzerland
CH,University of Neuchatel,50,Switzerland
CH,University of St. Gallen,50,Switzerland
CH,University of Switzerland,50,Switzerland
CH,University of the Italian-speaking Part of Switzerland,50,Switzerland
CH,University of Zürich,50,Switzerland
CH,Victoria University,50,Switzerland
CH,Webster University Geneva,50,Switzerland
CH,Zurich University of Applied Sciences Winterthur,50,Switzerland
SE,Blekinge Institute of Technology,37,Sweden
SE,Chalmers University of Technology,37,Sweden
SE,Dalarna University College,37,Sweden
SE,Free University Stockholm,37,Sweden
SE,Göteborg University,37,Sweden
SE,Gotland University College,37,Sweden
SE,Halmstad University College,37,Sweden
SE,Jönköping University College,37,Sweden
SE,Jönköping University College of Health Sciences,37,Sweden
SE,Kalmar University College,37,Sweden
SE,Karlstad University,37,Sweden
SE,Karolinska Institute Stockholm,37,Sweden
SE,Linköping University,37,Sweden
SE,Lulea University of Technology,37,Sweden
SE,Lund University,37,Sweden
SE,Mälardalen University,37,Sweden
SE,Malmö University College,37,Sweden
SE,Mid-Sweden University,37,Sweden
SE,Nordic School of Public Health,37,Sweden
SE,Örebro University,37,Sweden
SE,Royal lnstitute of Technology,37,Sweden
SE,School of Design and Crafts,37,Sweden
SE,Södertörn University College,37,Sweden
SE,Stockholm Institute of Education,37,Sweden
SE,Stockholm School of Economics,37,Sweden
SE,Stockholm University,37,Sweden
SE,Swedish University of Agricultural Sciences,37,Sweden
SE,Umea University,37,Sweden
SE,"University College of Arts, Crafts and Design",37,Sweden
SE,University College of Borås,37,Sweden
SE,University College of Gävle,37,Sweden
SE,University College of Kristianstad,37,Sweden
SE,University College of Skövde,37,Sweden
SE,University College of Trollhättan/Uddevalla,37,Sweden
SE,Uppsala University,37,Sweden
SE,Växjö University,37,Sweden
SE,World Maritime University,37,Sweden
SZ,University of Swaziland,1,Swaziland
SR,Anton de Kom University,1,Suriname
SD,Ahfad University for Women,35,Sudan
SD,Al Fashir University,35,Sudan
SD,Al-Zaiem Al-Azhari University,35,Sudan
SD,Bakht Er-Ruda University,35,Sudan
SD,Bayan College for Science & Technology,35,Sudan
SD,Blue Nile University,35,Sudan
SD,Canadian Sudanese College,35,Sudan
SD,Dalanj University,35,Sudan
SD,Elrazi College Of Medical & Technological Sciences,35,Sudan
SD,Gezira College of Technology,35,Sudan
SD,High Institute for Banking & Financial Studies,35,Sudan
SD,International University of Africa (IUA),35,Sudan
SD,Kassala University,35,Sudan
SD,National College for Medical and Technical Studies,35,Sudan
SD,National Ribat University,35,Sudan
SD,Neelain University,35,Sudan
SD,Nile Valley University,35,Sudan
SD,Omdurman Ahlia University,35,Sudan
SD,Omdurman Islamic University,35,Sudan
SD,Open University of Sudan (OUS),35,Sudan
SD,Red Sea University,35,Sudan
SD,Shendi University,35,Sudan
SD,Sinnar University,35,Sudan
SD,Sudan Academy of Sciences,35,Sudan
SD,Sudan University for Science and Technology,35,Sudan
SD,University of Dongola,35,Sudan
SD,University of El Imam El Mahdi University,35,Sudan
SD,University of Gadarif,35,Sudan
SD,University of Gezira,35,Sudan
SD,University of Holy Quran and Islamic Siences,35,Sudan
SD,University of Khartoum,35,Sudan
SD,University of Kordofan,35,Sudan
SD,University Of Medical Sciences & Technology (UMST),35,Sudan
SD,University of Science and Technology,35,Sudan
SD,Upper Nile University,35,Sudan
LK,Arthur C Clarke Institute of Modern Technologies,25,Sri Lanka
LK,Buddhasravaka Bhikshu University,25,Sri Lanka
LK,Buddhist and Pali University of Sri Lanka,25,Sri Lanka
LK,Eastern University of Sri Lanka,25,Sri Lanka
LK,Horizon College of Business and Technology,25,Sri Lanka
LK,Kotelawala Defence University,25,Sri Lanka
LK,Open University of Sri Lanka,25,Sri Lanka
LK,Postgraduate Institute of Agriculture (PGIA),25,Sri Lanka
LK,Postgraduate Institute of Pali & Buddhist Studies (University of Kelaniya),25,Sri Lanka
LK,Rajarata University of Sri Lanka,25,Sri Lanka
LK,Sabaragamuwa University of Sri Lanka,25,Sri Lanka
LK,South Asian Institute of Technology And Medicine (SAITM) ,25,Sri Lanka
LK,South Eastern University of Sri Lanka,25,Sri Lanka
LK,Sri Lanka Institute of Advanced Technical Education,25,Sri Lanka
LK,Sri Lanka Institute of Information Technology (SLIT),25,Sri Lanka
LK,University of Colombo,25,Sri Lanka
LK,University of Jaffna,25,Sri Lanka
LK,University of Kelaniya,25,Sri Lanka
LK,University of Moratuwa,25,Sri Lanka
LK,University of Peradeniya,25,Sri Lanka
LK,University of Ruhuna,25,Sri Lanka
LK,University of Sri Jayawardenapura,25,Sri Lanka
LK,University of the Visual & Performing Arts,25,Sri Lanka
LK,Uva Wellassa University,25,Sri Lanka
LK,Wayamba University of Sri Lanka ,25,Sri Lanka
ES,Barcelona Graduate School of Economics,81,Spain
ES,Bircham International University,81,Spain
ES,Centro Universitario Villanueva,81,Spain
ES,Escuela Superior de Gestion Comercial y Marketing (ESIC),81,Spain
ES,Global Business School Barcelona,81,Spain
ES,IE University,81,Spain
ES,Iniciativa Universidad del Atlantico,81,Spain
ES,International University of Southern Europe,81,Spain
ES,La Salle Universities - International Programmes,81,Spain
ES,Mondragon Univertsitatea,81,Spain
ES,"Schiller International University, Madrid",81,Spain
ES,Universidad Abierta Interactiva,81,Spain
ES,Universidad Alfonso X El Sabio,81,Spain
ES,Universidad Antonio de Nebrija,81,Spain
ES,Universidad Autónoma de Madrid,81,Spain
ES,Universidad Cardenal Herrera-CEU,81,Spain
ES,Universidad Carlos III de Madrid,81,Spain
ES,Universidad Católica de Ávila,81,Spain
ES,Universidad Católica de Valencia,81,Spain
ES,Universidad Católica San Antonio,81,Spain
ES,Universidad Complutense de Madrid,81,Spain
ES,Universidad de Alcalá de Henares,81,Spain
ES,Universidad de Alicante,81,Spain
ES,Universidad de Almería,81,Spain
ES,Universidad de Burgos,81,Spain
ES,Universidad de Cádiz,81,Spain
ES,Universidad de Cantabria,81,Spain
ES,Universidad de Castilla La Mancha,81,Spain
ES,Universidad de Córdoba,81,Spain
ES,Universidad de Deusto,81,Spain
ES,Universidad de Extremadura,81,Spain
ES,Universidad de Gerona,81,Spain
ES,Universidad de Granada,81,Spain
ES,Universidad de Huelva,81,Spain
ES,Universidad de Jaén,81,Spain
ES,Universidad de La Coruña,81,Spain
ES,Universidad de La Laguna,81,Spain
ES,Universidad de La Rioja,81,Spain
ES,Universidad de Las Palmas de Gran Canaria,81,Spain
ES,Universidad de León,81,Spain
ES,Universidad del País Vasco,81,Spain
ES,Universidad de Málaga,81,Spain
ES,Universidad de Murcia,81,Spain
ES,Universidad de Navarra,81,Spain
ES,Universidad de Oviedo,81,Spain
ES,Universidad de Salamanca,81,Spain
ES,Universidad de San Pablo CEU,81,Spain
ES,Universidad de Santiago de Compostela,81,Spain
ES,Universidad de Sevilla,81,Spain
ES,Universidad de Valencia,81,Spain
ES,Universidad de Valladolid,81,Spain
ES,Universidad de Vigo,81,Spain
ES,Universidad de Zaragoza,81,Spain
ES,Universidad Europea de Madrid,81,Spain
ES,Universidad Francisco de Vitoria,81,Spain
ES,Universidad Internacional de Andalucía,81,Spain
ES,"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",81,Spain
